text,length,words,spam
get down in gandhipuram and walk to cross cut road right side street road and turn at first right,97,19,0
s s i thinl role is like sachin just stand other have to hit,60,14,0
come to mahal bu stop decim,27,6,0
that s cool i ll come by like ish,33,9,0
i fetch yun or u fetch,22,6,0
win urgent your mobil number ha been award with a prize guarante call from land line claim valid hr onli ppm,108,21,1
dun b sad it s over dun thk abt it alreadi concentr on ur other paper k,71,17,0
dont forget you can place as mani free request with stchoic co uk as you wish for more inform call,98,20,1
bring it if you got it,22,6,0
urgent urgent we have free flight to europ to give away call b th sept take a friend free call now to claim on bannfwflyppm,123,25,1
also rememb to get dobbi s bowl from your car,45,10,0
ever green quot ever told by jerri in cartoon a person who irrit u alway is the one who love u vri much but fail to express it gud nyt,134,30,0
ask mobil if chatlin inclu in free min india cust serv sed ye ler got mega bill dont giv a shit bailiff due in day i o want,123,28,1
am on my way,12,4,0
then dun wear jean lor,22,5,0
those were my exact intent,26,5,0
i ve sent my wife your text after we buy them she ll tell you what to do so just relax we should go get them thi wkend,118,28,0
good night my dear sleepwel take care,37,7,0
i donno if they are scorabl,27,6,0
hi mom we might be back later than,34,8,0
i wont do anyth de,18,5,0
u call me alter at ok,21,6,0
boo how s thing i m back at home and a littl bore alreadi,57,14,0
sent me de webadr for gete salari slip,38,8,0
what you do how are you,23,6,0
that cool how wa your day,25,6,0
you have new messag call,24,5,1
had the money issu weigh me down but thank to you i can breath easier now i ll make sure you dont regret it thank,113,25,0
hi thi is roger from cl how are you,35,9,0
from www applausestor com monthlysubscript p msg max month t csc web age stop txt stop,86,16,1
onc free call me sir,20,5,0
hi my love how goe that day fuck thi morn i woke and drop my cell on the way down the stair but it seem alright phew i miss you,127,30,0
bull your plan wa to go float off to ikea with me without a care in the world so i have to live with your mess anoth day,120,28,0
you still at the game,21,5,0
what is import is that you prevent dehydr by give her enough fluid,66,13,0
and stop be an old man you get to build snowman snow angel and snowbal fight,76,16,0
how long befor you get repli just defer admiss til next semest,62,12,0
how it a littl difficult but it a simpl way to enter thi place,62,14,0
just finish eat got u a plate not leftov thi time,49,11,0
hi harish s rent ha been transfr to ur acnt,43,10,0
apart from the one i told you about yesterday,45,9,0
eh u send wrongli lar,21,5,0
oki but i scare u say i fat then u dun wan me alreadi,53,14,0
themob yo yo yo here come a new select of hot download for our member to get for free just click open the next link sent to ur fone,131,29,1
sinc when which side ani fever ani vomitin,42,8,0
k i m readi,11,4,0
call me when you carlo is are here my phone s vibrat is act up and i might not hear text,88,21,0
hello my littl parti anim i just thought i d buzz you as you were with your friend grin remind you were love and send a naughti ador kiss,137,29,0
free nokia or motorola with upto mth price linerent free x net min txt mth free b tooth call mobileupd on or call optout dwv,124,25,1
princess i like to make love time per night hope that not a problem,67,14,0
sm ac blind date u rodd is m from aberdeen unit kingdom check him out url sm ac w icmbcktzr no blind date send hide,115,25,1
on ma way to school can you pl send me ashley s number,54,13,0
when did you get to the librari,31,7,0
open rebtel with firefox when it load just put plu sign in the user name place and it will show you two number the lower number is my number onc you pick that number the pin will display okay,191,39,0
network job is there,20,4,0
u have a secret admir who is look make contact with u find out who they r reveal who think ur so special call on,112,25,1
you see the requir pleas,24,5,0
well at thi right i m gon na have to get up and check today s steam sale pee so text me when you want me to come get you,120,30,0
nope watch tv at home not go out v bore,39,10,0
life spend with someon for a lifetim may be meaningless but a few moment spent with someon who realli love you mean more than life itself,137,26,0
whi must we sit around and wait for summer day to celebr such a magic sight when the world dress in white oooooh let there be snow,130,27,0
haha awesom be there in a minut,31,7,0
no dice art class thru thank though ani idea what time i should come tomorrow,77,15,0
urgent ur award a complimentari trip to eurodisinc trav aco entri or to claim txt di to morefrmmob shracomorsglsuplt ls aj,122,21,1
what happen to our yo date,26,6,0
hi did you ask to waheeda fathima about leav,44,9,0
darren wa say dat if u meet da ge den we dun meet dinner co later u leav xy will feel awkward den u meet him lunch lor,118,28,0
tessi pl do me a favor pl convey my birthday wish to nimya pl dnt forget it today is her birthday shija,103,22,0
that depend how would you like to be treat,42,9,0
hi where you you in home or calicut,35,8,0
me fine absolutli fine,22,4,0
oh wow that gay will firmwar updat help,39,8,0
happi new year hope you are have a good semest,46,10,0
ya just tell abt tht incid,26,6,0
i told that am come on wednesday,32,7,0
i ll alway be there even if it just in spirit i ll get a bb soon just tri to be sure i need it,94,25,0
okay i book all alreadi includ the one at bugi,46,10,0
just tast fish curri p,22,5,0
ju finish watch tv u,20,5,0
oooh i got plenti of those,26,6,0
ani way where are you and what do,33,8,0
my uncl in atlanta wish you guy a great semest,46,10,0
u come pick me,14,4,0
oop i ll let you know when my roommat s done,44,11,0
can you do a mag meet thi avo at some point,43,11,0
i m fine hope you are good do take care,39,10,0
how much u tri to get,21,6,0
okey dokey i ll be over in a bit just sort some stuff out,57,14,0
will you come onlin today night,31,6,0
oh ho is thi the first time u use these type of word,52,13,0
honeybe said i m d sweetest in d world god laugh said wait u havnt met d person read thi msg moral even god can crack joke gm gn ge gn,134,31,0
goodmorn today i am late for min,32,7,0
gr so how do you handl the victoria island traffic plu when s the album due,75,16,0
i just cook a rather nice salmon a la you,41,10,0
s thi will increas the chanc of win,35,8,0
okay lor wah like that def they wont let us go haha what did they say in the term and condit,92,21,0
yar he quit clever but aft mani guess lor he got ask me bring but i thk darren not so will go aiya they thk leona still not attach wat,134,30,0
urgent your mobil no xxxxxxxxx won a bonu caller prize on thi is the nd attempt to reach you call asap,102,21,1
ye my reg is ciao,17,5,0
princess is your kitti shave or natur,37,7,0
what happen dear whi you silent i am tens,41,9,0
she just broke down a list of reason whi nobodi s in town and i can t tell if she s be sarcast or just faggi,108,26,0
same as u dun wan y u dun like me alreadi ah wat u do now still eat,67,18,0
ü takin linear algebra today,28,5,0
yeah work is fine start last week all the same stuff as befor dull but easi and guy are fun,91,20,0
geniu what s up how your brother pl send hi number to my skype,62,14,0
huh so slow i tot u reach long ago liao u more day onli i more leh,66,17,0
and now electr just went out fml,32,7,0
congratul ur award of cd voucher or gift guarante free entri wkli draw txt music to tnc www ldew comwinppmxag,109,20,1
are you the cutest girl in the world or what,44,10,0
lyricalladi f is invit you to be her friend repli ye or no see her www sm ac u hmmross stop send stop frnd to,109,25,1
i m turn off my phone my mom tell everyon i have cancer and my sister won t stop call it hurt to talk can t put up with it see u when u get home love u,151,38,0
ok i din get ur msg,19,6,0
am also do in cbe onli but have to pay,38,10,0
machan you go to gym tomorrow i wil come late goodnight,55,11,0
u wake up alreadi thanx e tau sar piah it s quit nice,53,13,0
hiya have u been pay money into my account if so thank got a pleasant surpris when i check my balanc u c i don t get statement that acc,135,30,0
i tot it s my group mate lucki i havent repli wat time do ü need to leav,72,18,0
yun buy but school got offer plu onli,37,8,0
u can call now,14,4,0
no she didnt i will search onlin and let you know,49,11,0
did either of you have ani idea s do you know of anyplac do someth,66,15,0
hi do u want to join me with st later meet them at five call u after class,74,18,0
loan for ani purpos homeown tenant welcom have you been previous refus we can still help call free or text back help,116,22,1
do project w fren lor,21,5,0
you want to go,14,4,0
eastend tv quiz what flower doe dot compar herself to d violet e tulip f lili txt d e or f to now chanc win cash wkent p,120,28,1
all done all hand in don t know if mega shop in asda count as celebr but that what i m do,89,22,0
id onluy matter when get on from offcampu,41,8,0
he say hi and to get your ass back to south tampa prefer at a kegger,68,16,0
pl clarifi back if an open return ticket that i have can be prepon for me to go back to kerala,94,21,0
